,ua,us,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
0,0.14785040234949542,1.8903743315183523,0.05907758333750227,0.02946945110496642,0.01821202450247692,0.012630756996690484,0.008961965844559511,0.007530553930570185,0.006229234342721156,0.005584108515856745,0.003658451539402162,0.003886910946607917
1,0.093204133663834,2.716421683052329,0.09192977368608787,0.042117265318337094,0.029301275568129413,0.019573915784135573,0.015761583256829248,0.013317252924412945,0.010455667898267212,0.009969505442045693,0.008554684829415066,0.007937785004669866
2,0.09245884002069064,2.921785859311382,0.09763967785416855,0.04818896392463563,0.030818475034902128,0.02394407838152686,0.016432477181935985,0.013539371983965827,0.01145293673685723,0.010765575383894306,0.008766746363223799,0.007572382095314054
3,0.18221846622010496,2.224519161889649,0.07041121020688204,0.030297180752431718,0.021219673465188958,0.013857087302715978,0.011699383353076614,0.007694946706191542,0.007115728519052647,0.006680978139965801,0.00488533087513802,0.004591487389299391
4,0.19357357054671753,3.2308828778400134,0.09958194705002035,0.04560088302473148,0.030252899259694373,0.019892047926862333,0.015522539554085495,0.01195691335928292,0.010598088642763908,0.00819647602277324,0.00791176672478756,0.0059226784340197305
5,0.08636393698288024,1.314708385181821,0.04503329978042517,0.020738443169230923,0.011976002655526877,0.010089628764403029,0.00814878009470255,0.007098999362177591,0.0051075942854723775,0.0042683195352324985,0.004068979846636017,0.0036329529515901167
6,0.2899176900422028,2.826992747750723,0.08414401613606584,0.033981937419698426,0.020870427554821967,0.014661383116900007,0.011105399546232514,0.008557501763185222,0.006640584656517074,0.006203525813867212,0.005105197144956556,0.0041915797126592345
7,0.28882509946333534,0.534782346150432,0.015098114184618613,0.007129040984160471,0.003505053602091401,0.0025894935939110475,0.0014364757857566594,0.0011832117256271725,0.0010334146512233598,0.000647333194395247,0.0006410806831486645,0.0005401504061711345
8,0.08778259353087701,0.934058658713933,0.030496544219395016,0.014053893001683974,0.009836788595362618,0.007271141337189013,0.004872872971710794,0.0037498800645375035,0.003373318465485781,0.0029411386590745326,0.0027511124383829016,0.002215272127709426
9,0.25035220721124657,1.6354165285294342,0.04670331419669784,0.019654982421450626,0.01244168631315011,0.009263958758035663,0.0063063158650963165,0.004929217717694557,0.004377587907236372,0.003573518244867906,0.0027692690039435035,0.0020494349876300864
10,0.21596319017870202,1.988616684040958,0.06237636255728823,0.025855929839460574,0.015944451205158857,0.010987946003609868,0.008867865199373107,0.006227147599505204,0.005400861058381336,0.00457857964097481,0.0030501911881201686,0.0030818508293105717
11,0.20773887683230824,3.1240276996799263,0.09367186839824991,0.04208880539921589,0.02674862413638327,0.0185352163902696,0.01578792117289398,0.011477874746093448,0.009624005348874646,0.0076927720553849515,0.006852244538322551,0.006319178437150928
12,0.057112886907100244,0.6127501036038894,0.023227521209786935,0.00987605535384966,0.007057948641759433,0.0041965165752574215,0.003899745426710345,0.0027658898255751995,0.002328039804340913,0.0021543875016622697,0.001788989511939936,0.001783198911712545
13,0.06365870413369705,3.4687345168130017,0.12171171728549882,0.061482199284359544,0.03786126298070824,0.029143822514704085,0.02320032446904137,0.01915123272017818,0.015376014256732518,0.013684036583593072,0.012243954295023767,0.010357645610553842
14,0.06310463748844293,1.8869321435392574,0.06272913760754241,0.031067823537277356,0.020683232315906894,0.015194404978331202,0.011518333767696644,0.009639482098991695,0.008313086524153716,0.006856096952557732,0.005718933037738335,0.005702544222703312
15,0.06935779888415329,2.5787118301402447,0.08557148219613765,0.04061005232016217,0.028137816597853294,0.01960902781557985,0.014871321668260929,0.013401225210542426,0.010358070911824445,0.009817519282941379,0.008881832067226507,0.007166812953242658
16,0.23813663186113715,2.1156531198110793,0.06236483466882572,0.027616451920204586,0.0169734432892428,0.01073737500479998,0.008749337747855603,0.006613646437496972,0.005478354207244175,0.004587699412650002,0.003872869453633108,0.0035254114238558766
17,0.24048689545876162,2.9962150285494884,0.08686543674330162,0.03861439282207189,0.022821516665307025,0.016261128026828744,0.013057541674034298,0.010884879442831652,0.008073043519502917,0.00726586238233979,0.005729656829252351,0.005553090613955382
18,0.2859670272198357,2.227254866484701,0.06621537800290817,0.02627885822809818,0.017182555375832426,0.011282492456708273,0.008673818958652789,0.00588692689614722,0.005436526021543298,0.005045728193439166,0.003083678627177442,0.003237303771919923
19,0.2976284841103342,3.4790105198213865,0.10046601230597645,0.04527282773873177,0.027062107439730462,0.020111207834979144,0.014141938465497812,0.010867029651657268,0.008174367868262079,0.0071004917005809505,0.00632728843712319,0.005070407262644765
20,0.11650060291373508,3.2449406203917737,0.10574961538412422,0.050675351631809716,0.03386878679127123,0.024055338853407437,0.018122034146624506,0.015034042689427582,0.013404936716033381,0.010943425246064021,0.009512758357589345,0.009122041584203825
21,0.28431689337043836,2.2616955258755693,0.06378749014520982,0.028109728675568494,0.015744522768502467,0.010851361724625329,0.008985430939832045,0.006463196007208288,0.005821743798603623,0.004544220840548915,0.0038050417841117646,0.0037893047678866773
22,0.0572663359755418,1.0970182143509757,0.037113411765809595,0.01834421488961578,0.011542602537446711,0.007642314131187917,0.005020099481760064,0.0059601978709900045,0.00459156620434825,0.004033912586417702,0.0038612762242900447,0.0034677480943997347
23,0.09483426641935537,0.8854780084554025,0.028807574573186848,0.012794627162722776,0.010331051876663977,0.00593426116316307,0.004153343425397715,0.004594557377740323,0.00285714975958897,0.002992469663698338,0.0025291310901001353,0.002647518283526909
24,0.06742680402999447,2.5624317934104663,0.08740797165409384,0.04224170019637477,0.026893368904811383,0.02010855700880675,0.015700893042915033,0.013156368766960953,0.011736900621028097,0.009875244154480052,0.008799045922313738,0.007400165134122194
25,0.11152791770624286,1.9684612755231903,0.06535331548240994,0.029152232570551034,0.018976505765116766,0.013031911319571089,0.011202113312840134,0.008732607827348691,0.0069991395796685394,0.006119958379056884,0.005296463100821936,0.004580525955207757
26,0.07450425871548506,2.791571583948485,0.0996314734749718,0.04482882709421046,0.02905914613343695,0.020561953943247224,0.017005506321570628,0.014261160761721636,0.011737376245804409,0.010899338226711765,0.00938739507916368,0.007400080226807392
27,0.2712064712813413,2.0437415661091283,0.062418913451211804,0.024872705670711544,0.014801160071289449,0.0100625867742972,0.008207344415140112,0.0061934336110585795,0.0041804733156066065,0.0040413603268379845,0.003243213235322401,0.0027242450953057747
28,0.1401959322952155,3.085816818122751,0.09657269670407995,0.045023397231151535,0.029146291494912217,0.021089631985730377,0.015872653869478445,0.013335389411217393,0.010474455559102478,0.008741645224361903,0.008746128123641856,0.007835089716535036
29,0.21900375973916197,3.049307911017432,0.09202947040539856,0.041911919769037326,0.023768314679431246,0.018718981525968913,0.014853690869841066,0.010920633349266984,0.00902279533446326,0.007175192115529617,0.006369191367379667,0.005794839770112376
30,0.11631957694811838,2.0770980586737564,0.067028434815429,0.029322014387361064,0.019976249399201413,0.014364263178863312,0.011179431009804884,0.008946688142221888,0.007542698881522562,0.0064379229418092855,0.005400245540597577,0.0047356384370129895
31,0.14501215390945787,3.4295960746741816,0.1093201166202902,0.05084471070216599,0.03389380388998781,0.024854763393727587,0.017392966023049697,0.014593686361137649,0.012737053625524429,0.01096540876380633,0.010120209664650697,0.007810822127848567
32,0.15707529482540927,3.213785442172642,0.10126024961751794,0.04632722840545739,0.030629779827815312,0.019850953441899202,0.016818028659123106,0.013654252815591532,0.010851109279881881,0.009026126439875262,0.008412802978843278,0.00699745308422505
33,0.21800787459871457,1.618454311832569,0.04878501437936892,0.020807727249936982,0.012794754092663887,0.009717400522488644,0.007113011212145277,0.004875515367002407,0.004413604276185666,0.0038124559881150474,0.0029269752391916284,0.002615619320336748
34,0.21782321042079078,2.9426890088563247,0.09271534187097993,0.03970409583782103,0.024049498566702122,0.018145157466595237,0.012721064376029887,0.01078470467582298,0.0070510060719587014,0.007551754737360276,0.006513846175499866,0.004673770624198517
35,0.12268896529634833,2.126673955682073,0.06792918207571472,0.030544943366004985,0.021790635674526396,0.014636672200950916,0.011307039710987345,0.008830919925103774,0.007716387275074933,0.006329980884003289,0.005660404691406409,0.005079370143687584
